psraid,sample,state,cregion,usr,pial1a,pial1b,pial1c,pial1d,pial1e,pial2,pial3a,pial3b,pial3c,pial4,employ,par,sex,age,educ2,hisp,race,inc,weight,standwt
101980,1,21,3,S,2,2,2,2,2, , , , , ,3,2,1,54,3,2,1,2,7.14634146341463,2.382636433317
101981,1,12,3,S,1,1,1,2,1,2,2,2,2, ,1,2,2,46,3,2,2,3,3.41463414634146,1.13846109441768
101986,1,21,3,S,1,2,2,2,2,1,2,2,2, ,3,2,2,67,6,2,1,6,1.34146341463415,.447252572806946
101991,1,36,1,U,1,2,2,1,2,8,1,2,2, ,2,1,2,59,4,2,2,5,2.63414634146341,.87824141569364
101992,1,24,3,U,1,1,1,1,1,1,1,2,2, ,1,2,2,62,8,2,1,8,2.63414634146341,.87824141569364
101999,1,42,1,S,1,1,2,1,2,2,1,2,2, ,3,2,1,71,8,2,1,99,1,.333406463365178
102003,1,51,3,S,1,1,1,1,1,1,1,2,2, ,1,1,2,38,8,2,1,6,2.68292682926829,.894505145613893
102007,1,21,3,U,1,2,2,2,2,2,1,2,2, ,3,2,2,66,4,2,1,8,2.65853658536585,.886373280653766
102020,1,39,2,S,1,2,2,2,2,8,2,2,2, ,3,2,2,78,4,2,1,4,2.29268292682927,.764395306251872
102021,1,42,1,S,1,2,2,2,2,2,2,2,2, ,3,2,1,76,6,2,1,99,2.60975609756098,.870109550733514
102031,1,37,3,R,2,2,2,2,2, , , , , ,3,2,2,82,2,2,1,1,2.21951219512195,.739999711371493
102034,1,42,1,U,1,2,2,1,1,1,1,2,2, ,3,2,2,57,4,2,1,99,2.5609756097561,.853845820813261
102038,1,13,3,S,1,2,2,2,1,1,1,1,1,1,1,2,2,26,3,2,2,3,4.07317073170732,1.35802144834109
102041,1,36,1,U,2,2,2,2,2, , , , , ,3,2,1,80,4,2,2,99,2.14634146341463,.715604116491114
102058,1,37,3,S,1,2,2,2,2,2,2,2,2, ,2,2,2,49,4,2,1,6,4.07317073170732,1.35802144834109
102059,1,13,3,R,1,2,2,2,2,2,2,2,2, ,1,2,2,60,3,2,1,6,3.41463414634146,1.13846109441768
102074,1,1,3,R,2,2,2,2,2, , , , , ,1,2,1,54,5,2,1,99,2.78048780487805,.927032605454398
102076,1,48,3,R,1,2,2,2,2,8,2,2,2, ,3,2,2,72,3,2,1,2,1.29268292682927,.430988842886694
102079,1,36,1,S,1,2,1,1,1,1,2,2,2, ,1,1,2,48,8,2,1,99,1.8780487804878,.626153601929725
102086,1,21,3,R,1,2,2,2,1,1,1,1,2, ,2,2,2,60,8,2,1,6,1,.333406463365178
102088,1,23,1,U,2,1,1,2,2, , , , , ,3,2,1,82,3,2,5,2,4.80487804878049,1.60197739714488
102090,1,22,3,U,1,2,2,1,1,2,1,2,2, ,3,1,2,31,4,2,2,1,3,1.00021939009553
102096,1,42,1,S,1,1,1,2,2,2,2,2,2, ,3,2,2,82,4,2,1,9,2.26829268292683,.756263441291746
102105,1,34,1,S,1,2,1,1,1,1,1,1,1,1,1,2,1,32,5,2,1,9,2.26829268292683,.756263441291746
102111,1,51,3,S,1,2,1,2,2,1,2,2,2, ,1,2,2,62,8,2,1,8,2.78048780487805,.927032605454398
102121,1,47,3,S,1,2,2,2,2,2,2,2,2, ,3,2,2,80,2,2,1,5,1.70731707317073,.569230547208841
102125,1,36,1,S,1,1,1,1,1,1,2,2,2, ,1,1,2,38,8,2,1,8,2.21951219512195,.739999711371493
102128,1,21,3,R,1,2,2,2,2,2,1,2,2, ,3,2,2,38,3,2,1,6,3.78048780487805,1.26043906881958
102130,1,13,3,S,1,2,2,2,1,1,1,1,1,1,2,1,2,22,4,2,2,3,2.85365853658537,.951428200334777
102133,1,34,1,S,1,2,2,2,2,2,2,2,2, ,3,1,2,61,4,2,2,2,1.4390243902439,.479780032647451
102138,1,48,3,U,1,2,2,2,2,1,1,1,1,1,3,2,2,64,4,2,1,99,2.1219512195122,.707472251530988
102157,1,34,1,S,1,2,2,2,2,8,1,2,2, ,1,1,2,99,8,2,3,99,2.65853658536585,.886373280653766
102161,1,39,2,S,1,1,1,2,1,2,2,2,2, ,1,1,2,49,6,2,1,9,1.90243902439024,.634285466889851
102162,1,51,3,S,1,2,1,2,1,1,1,1,1,3,3,1,2,33,3,1,6,2,6.36585365853659,2.12241675459296
102166,1,39,2,S,1,2,2,2,2,2,1,2,2, ,1,2,1,61,8,2,1,4,1.51219512195122,.50417562752783
102185,1,48,3,U,1,2,2,2,2,2,2,2,4, ,3,2,2,52,3,1,6,6,6.34146341463415,2.11428488963284
102186,1,55,2,S,1,1,1,1,2,1,2,2,2, ,1,2,1,73,8,2,1,9,2.21951219512195,.739999711371493
102216,1,13,3,R,1,1,1,2,2,1,2,1,1,1,1,2,2,56,6,2,1,7,1.85365853658537,.618021736969599
102225,1,36,1,S,1,2,2,2,2,2,2,2,2, ,3,2,2,63,5,2,1,6,1.75609756097561,.585494277129093
102229,1,24,3,S,1,1,2,2,2,8,2,2,2, ,3,2,1,76,2,2,1,2,2.02439024390244,.674944791690483
102230,1,51,3,S,1,1,1,1,1,1,2,1,2, ,3,1,2,48,3,2,2,7,3.41463414634146,1.13846109441768
102233,1,36,1,U,1,2,2,2,1,1,2,2,2, ,1,1,2,31,2,1,6,1,7.14634146341463,2.382636433317
102245,1,37,3,S,2,2,2,2,1, , , , , ,1,2,1,28,5,2,1,99,4.65853658536585,1.55318620738412
102261,1,42,1,U,1,2,2,1,1,2,2,2,2, ,1,2,1,51,5,2,1,99,3.21951219512195,1.07340617473667
102289,1,53,4,S,1,2,1,1,1,1,2,1,1,1,1,1,1,99,5,2,1,6,2.82926829268293,.94329633537465
102300,1,1,3,S,1,2,2,1,1,1,2,2,2, ,1,1,1,32,3,2,1,7,3.29268292682927,1.09780176961705
102302,1,6,4,S,1,2,1,1,1,1,2,2,2, ,3,2,2,22,6,2,3,8,3.09756097560976,1.03274684993604
102304,1,53,4,S,2,2,2,1,1, , , , , ,3,2,2,21,3,2,1,2,3.63414634146342,1.21164787905882
102310,1,48,3,U,1,2,2,2,2,8,1,2,2, ,3,2,2,59,3,2,1,4,2.87804878048781,.959560065294903
102313,1,53,4,U,1,1,2,2,2,2,2,2,2, ,1,2,1,78,6,2,1,6,1,.333406463365178
102319,1,6,4,U,1,2,2,1,1,1,1,1,1,4,2,1,2,50,5,2,1,2,4.26829268292683,1.4230763680221
102326,1,5,3,U,1,2,1,2,2,1,2,2,2, ,3,2,2,70,6,2,1,99,1.36585365853659,.455384437767073
102330,1,55,2,S,1,2,2,2,2,2,2,2,2, ,1,2,2,58,3,2,1,1,1.63414634146341,.544834952328462
102332,1,55,2,S,1,2,2,2,2,2,2,2,2, ,3,2,2,77,7,2,1,99,1,.333406463365178
102337,1,29,2,R,1,1,2,2,1,2,1,2,2, ,1,2,2,62,3,2,1,4,1.90243902439024,.634285466889851
102343,1,47,3,S,1,2,2,1,1,2,1,4,2, ,3,1,2,42,3,2,1,7,4.51219512195122,1.50439501762336
102365,1,6,4,U,1,2,2,2,2,2,2,2,2, ,1,2,2,62,6,2,1,6,1,.333406463365178
102367,1,6,4,U,1,2,2,2,2,1,2,2,2, ,1,2,1,56,4,2,2,7,1.26829268292683,.422856977926567
102368,1,6,4,S,1,2,2,2,2,8,2,2,2, ,1,2,2,55,6,2,2,7,1.92682926829268,.642417331849977
102377,1,53,4,S,1,2,2,1,1,1,2,2,2, ,2,1,2,21,2,2,1,1,1.75609756097561,.585494277129093
102383,1,6,4,S,1,2,2,2,1,1,2,2,2, ,1,2,2,56,5,1,1,4,3.36585365853659,1.12219736449743
200003,2,37,3,U, ,2,2,2,2,1,1,1,1,1,2,2,2,23,3,2,2,3,3.97560975609756,1.32549398850059
200008,2,18,2,S, ,1,1,1,1,1,1,2,1,4,1,1,1,36,6,2,1,7,1.39024390243902,.463516302727199
200019,2,18,2,S, ,1,1,2,2,2,2,2,2, ,3,2,1,77,6,2,1,99,1.21951219512195,.406593248006315
200021,2,42,1,U, ,2,2,1,1,1,2,1,2, ,3,2,1,19,3,2,1,99,2.92682926829268,.975823795215156
200027,2,26,2,S, ,1,2,1,2,2,2,2,1,1,1,2,2,55,3,2,1,6,3.87804878048781,1.29296652866008
200034,2,33,1,U, ,2,1,2,2,8,1,1,1,2,1,2,1,67,8,2,2,9,1,.333406463365178
200038,2,37,3,S, ,2,1,1,1,1,1,1,2, ,1,1,1,48,3,2,1,9,3.58536585365854,1.19538414913857
200042,2,12,3,U, ,2,2,1,2,1,2,1,1,4,3,1,1,49,3,2,1,4,7.14634146341463,2.382636433317
200048,2,39,2,R, ,1,1,1,1,2,2,2,2, ,2,1,1,35,3,2,1,1,2.70731707317073,.902637010574019
200055,2,34,1,S, ,2,1,1,2,1,1,2,1,1,3,1,2,37,8,2,1,99,4.07317073170732,1.35802144834109
200058,2,48,3,U, ,2,1,2,2,2,2,2,2, ,1,1,1,34,8,2,3,7,4.19512195121951,1.39868077314172
200059,2,5,3,S, ,2,2,1,1,1,2,1,1,1,3,2,1,18,2,2,1,6,3.26829268292683,1.08966990465692
200062,2,37,3,U, ,1,1,1,2,1,2,2,1,1,1,2,2,58,8,2,1,9,2.19512195121951,.731867846411367
200073,2,21,3,S, ,2,2,2,2,1,2,2,2, ,1,2,1,50,3,2,1,6,4.41463414634146,1.47186755778286
200077,2,48,3,R, ,1,2,2,2,2,2,2,2, ,1,2,1,77,4,2,5,5,2.60975609756098,.870109550733514
200078,2,12,3,S, ,2,2,2,1,2,1,2,2, ,3,2,1,55,2,2,1,1,4.80487804878049,1.60197739714488
200079,2,28,3,R, ,2,2,2,1,1,1,2,2, ,1,1,1,38,2,2,1,7,4.21951219512195,1.40681263810185
200087,2,34,1,S, ,2,2,2,2,1,2,1,1,3,1,2,1,30,8,2,3,6,5.34146341463415,1.78087842626766
200089,2,20,2,R, ,2,2,2,2,2,1,2,2, ,3,2,2,63,3,2,1,5,1.90243902439024,.634285466889851
200095,2,39,2,S, ,2,2,1,1,2,2,2,2, ,3,2,1,22,4,2,1,7,1.65853658536585,.552966817288588
200096,2,47,3,R, ,2,2,2,2,8,2,2,2, ,3,2,1,60,3,2,2,2,3.09756097560976,1.03274684993604
200097,2,36,1,S, ,2,2,2,2,2,1,2,2, ,3,2,1,51,5,2,1,3,4.34146341463415,1.44747196290248
200106,2,45,3,S, ,1,1,1,2,2,2,2,2, ,3,2,2,63,4,2,1,4,2.1219512195122,.707472251530988
200118,2,18,2,U, ,1,1,1,1,1,1,1,1,4,1,1,2,40,8,2,1,6,6.68292682926829,2.22813099907461
200119,2,13,3,S, ,2,2,2,1,2,1,2,2, ,3,1,2,27,4,2,2,1,3,1.00021939009553
200124,2,5,3,U, ,2,2,1,1,1,2,1,2, ,2,2,1,24,4,2,1,2,2.58536585365854,.861977685773387
200139,2,47,3,U, ,2,2,1,2,2,1,2,2, ,3,2,1,40,8,2,1,4,3.75609756097561,1.25230720385945
200140,2,55,2,S, ,2,1,2,2,8,2,2,2, ,3,2,2,69,4,2,1,99,1.24390243902439,.414725112966441
200144,2,17,2,S, ,1,1,1,1,1,1,2,2, ,1,1,1,38,8,2,1,8,1.39024390243902,.463516302727199
200145,2,42,1,S, ,2,1,1,2,2,2,2,2, ,3,2,1,68,8,2,1,4,1.92682926829268,.642417331849977
200146,2,28,3,R, ,1,1,1,1,1,1,1,1,1,1,2,2,99,3,2,1,99,2.19512195121951,.731867846411367
200150,2,37,3,S, ,2,2,2,1,2,2,2,1,2,1,1,1,47,2,2,1,1,4.41463414634146,1.47186755778286
200157,2,36,1,R, ,2,2,2,2,8,2,2,2, ,1,2,2,58,4,2,1,7,2.24390243902439,.748131576331619
200158,2,34,1,S, ,1,2,1,2,1,1,1,1,2,1,2,1,55,5,2,1,8,4.90243902439024,1.63450485698539
200165,2,55,2,R, ,1,1,2,1,1,2,2,2, ,1,1,1,45,6,2,1,6,1.82926829268293,.609889872009472
200173,2,37,3,U, ,2,2,2,2,1,1,1,1,4,1,2,1,43,3,2,2,4,4.39024390243903,1.46373569282273
200176,2,36,1,U, ,1,1,1,2,8,1,2,2, ,1,1,1,41,8,2,3,4,2.68292682926829,.894505145613893
200178,2,17,2,U, ,1,1,1,1,1,1,1,1,1,3,1,2,35,8,2,3,7,4.4390243902439,1.47999942274299
200179,2,21,3,S, ,1,1,1,1,1,1,1,1,4,1,1,2,36,2,2,1,3,6.07317073170732,2.02483437507145
200189,2,4,4,S, ,2,2,2,1,2,1,2,2, ,1,1,1,59,6,2,1,7,1.53658536585366,.512307492487957
200195,2,35,4,R, ,2,2,1,1,2,2,2,2, ,1,1,1,39,3,2,1,5,3.5609756097561,1.18725228417844
200198,2,49,4,S, ,2,1,1,1,1,1,2,2, ,3,2,2,69,8,2,1,99,1.95121951219512,.650549196810104
200200,2,9,1,S, ,1,1,1,2,1,1,2,2, ,3,1,2,64,4,2,1,7,2.5609756097561,.853845820813261
200204,2,4,4,U, ,2,2,1,1,1,2,1,1,1,1,1,2,39,6,1,6,4,2.39024390243902,.796922766092377
200213,2,12,3,R, ,2,2,1,2,1,1,1,1,4,2,2,2,19,4,2,1,6,3.29268292682927,1.09780176961705
200219,2,8,4,U, ,1,2,2,2,2,1,2,2, ,2,2,2,48,3,2,1,4,2.70731707317073,.902637010574019
200220,2,12,3,U, ,1,1,1,1,1,1,1,2, ,3,1,2,34,4,2,1,2,7.14634146341463,2.382636433317
200221,2,48,3,R, ,1,2,1,2,1,1,2,2, ,2,2,2,20,4,2,1,4,1.78048780487805,.59362614208922
200223,2,38,2,U, ,1,1,1,1,1,2,2,2, ,1,1,1,31,6,2,1,6,2.92682926829268,.975823795215156
200233,2,17,2,U, ,2,2,1,2,1,1,2,1,8,1,2,1,26,6,2,1,8,6.85365853658537,2.28505405379549
200235,2,48,3,S, ,2,2,2,2,2,2,2,2, ,1,2,1,63,8,2,1,8,1.41463414634146,.471648167687325
200256,2,53,4,S, ,2,2,1,2,2,1,2,2, ,1,2,2,56,7,2,1,2,3,1.00021939009553
200268,2,5,3,U, ,2,1,1,1,2,2,2,2, ,3,2,1,20,4,2,1,6,1.90243902439024,.634285466889851
200286,2,12,3,U, ,2,2,2,2,1,2,1,2, ,1,2,1,59,5,2,1,3,5.78048780487805,1.92725199554993
200294,2,51,3,U, ,1,1,2,1,1,1,2,2, ,1,1,2,37,8,2,1,7,3.80487804878049,1.2685709337797
200298,2,12,3,S, ,2,2,2,2,2,1,2,2, ,1,2,1,25,4,2,1,2,4.19512195121951,1.39868077314172
200299,2,42,1,R, ,2,1,2,1,1,1,2,1,1,1,1,2,44,5,2,1,6,5.19512195121951,1.7320872365069
200306,2,49,4,S, ,2,2,2,1,1,2,1,1,1,1,2,1,24,3,1,6,3,6.14634146341463,2.04922996995183
200309,2,28,3,R, ,1,1,1,2,1,1,1,2, ,3,2,2,18,4,2,1,7,1.78048780487805,.59362614208922
200310,2,8,4,S, ,2,2,2,2,2,1,2,2, ,1,2,1,53,8,2,1,4,2.29268292682927,.764395306251872
200311,2,26,2,S, ,2,1,1,1,1,1,2,2, ,1,2,1,37,4,2,1,7,6,2.00043878019107
200320,2,29,2,S, ,2,2,1,1,1,1,2,2, ,1,1,2,40,4,2,2,3,7.14634146341463,2.382636433317
200327,2,41,4,S, ,2,2,2,2,1,1,2,1,1,2,1,1,34,3,1,1,7,7.04878048780488,2.3501089734765
200335,2,18,2,U, ,2,2,2,1,1,1,2,1,1,1,1,2,23,3,2,4,3,5.65853658536585,1.8865926707493
200339,2,37,3,U, ,2,2,2,2,2,1,2,2, ,3,2,2,64,7,2,1,1,1.85365853658537,.618021736969599
200350,2,47,3,R, ,1,1,1,1,2,1,1,1,4,1,2,1,56,3,2,1,5,2.80487804878049,.935164470414524
200354,2,27,2,S, ,2,1,1,1,1,1,2,1,1,1,2,2,32,8,2,1,8,3.31707317073171,1.10593363457718
200359,2,6,4,S, ,1,1,2,1,8,2,2,2, ,1,1,2,48,6,2,1,7,1.46341463414634,.487911897607578
200364,2,48,3,S, ,1,1,2,1,1,1,1,1,3,3,1,2,34,3,2,1,7,6.70731707317073,2.23626286403473
200367,2,42,1,S, ,2,2,2,2,2,1,2,2, ,3,2,2,74,3,2,1,2,1.4390243902439,.479780032647451
200368,2,4,4,R, ,2,1,1,1,1,2,1,1,1,1,2,1,32,6,1,1,6,4.51219512195122,1.50439501762336
200377,2,49,4,S, ,2,2,1,2,1,1,2,2, ,1,1,2,52,8,2,1,8,4.39024390243903,1.46373569282273
200388,2,37,3,U, ,2,1,1,1,1,2,1,2, ,3,1,2,28,6,2,1,7,6.19512195121951,2.06549369987208
200393,2,51,3,S, ,2,2,1,1,1,1,1,1,4,3,1,2,36,6,2,2,7,5.02439024390244,1.67516418178602
200397,2,37,3,S, ,2,2,2,2,2,2,2,2, ,3,2,2,64,2,2,2,2,3.78048780487805,1.26043906881958
200398,2,42,1,U, ,2,2,2,2,2,1,2,2, ,1,2,1,47,6,2,1,7,4.21951219512195,1.40681263810185
200414,2,18,2,U, ,2,2,2,2,2,2,2,1,8,2,2,2,71,2,2,1,1,2.63414634146341,.87824141569364
200417,2,36,1,U, ,1,2,2,1,1,1,1,1,1,1,2,1,25,8,2,3,6,7.14634146341463,2.382636433317
200418,2,24,3,U, ,2,2,2,2,2,2,2,2, ,2,2,1,55,3,2,2,1,4.04878048780488,1.34988958338097
200419,2,37,3,S, ,2,2,1,1,1,1,1,2, ,2,2,1,21,3,2,1,8,3.26829268292683,1.08966990465692
200430,2,42,1,U, ,2,2,2,2,2,2,2,2, ,3,2,1,57,3,2,2,1,6.14634146341463,2.04922996995183
200438,2,39,2,S, ,2,2,1,2,2,2,2,2, ,1,1,1,36,8,2,1,8,3.24390243902439,1.0815380396968
200443,2,37,3,S, ,2,2,2,1,1,1,1,1,8,2,2,1,25,3,2,1,3,4.07317073170732,1.35802144834109
200444,2,26,2,R, ,2,2,2,2,2,1,8,8, ,1,1,1,41,3,2,1,6,3.63414634146342,1.21164787905882
200450,2,12,3,U, ,2,1,1,1,1,2,1,1,4,1,2,1,22,5,1,1,3,5.87804878048781,1.95977945539044
200455,2,36,1,U, ,2,2,2,2,2,2,2,2, ,3,2,2,50,4,2,9,99,7.14634146341463,2.382636433317
200458,2,13,3,S, ,2,1,1,2,2,2,2,2, ,2,2,1,42,3,2,2,5,4.73170731707317,1.5775818022645
200464,2,39,2,S, ,1,1,1,2,2,1,2,2, ,1,2,2,59,8,2,1,99,1.31707317073171,.43912070784682
200472,2,45,3,U, ,2,2,1,2,1,2,2,2, ,3,1,1,31,3,2,2,3,1.78048780487805,.59362614208922
200480,2,39,2,U, ,2,2,2,2,2,2,2,2, ,1,2,1,56,3,2,1,8,3.26829268292683,1.08966990465692
200481,2,12,3,S, ,1,1,1,2,1,1,2,2, ,3,2,1,68,4,2,1,4,2.29268292682927,.764395306251872
200496,2,37,3,R, ,2,2,2,2,2,2,2,2, ,2,1,1,49,7,2,2,6,1.41463414634146,.471648167687325
200514,2,13,3,S, ,2,2,2,2,1,2,2,2, ,1,1,2,35,8,2,1,6,6.14634146341463,2.04922996995183
200534,2,1,3,R, ,2,2,2,2,8,2,2,2, ,3,2,2,69,2,2,2,1,1.07317073170732,.357802058245557
200538,2,48,3,S, ,1,1,2,2,1,1,2,2, ,3,2,2,64,8,2,1,9,2.78048780487805,.927032605454398
200545,2,48,3,S, ,2,2,2,1,1,2,2,2, ,3,1,2,63,5,2,2,3,1.68292682926829,.561098682248714
200546,2,6,4,S, ,1,2,1,2,1,1,1,1,3,1,2,1,54,8,2,1,8,2.60975609756098,.870109550733514
200572,2,26,2,S, ,2,1,1,1,1,1,1,1,3,1,2,1,27,8,2,3,2,5.82926829268293,1.94351572547018
200578,2,29,2,R, ,2,2,2,2,2,2,2,2, ,3,1,2,41,2,2,1,2,2.19512195121951,.731867846411367
200589,2,6,4,S, ,2,2,2,1,2,2,2,2, ,3,2,2,73,3,2,1,4,1.95121951219512,.650549196810104
200590,2,53,4,S, ,1,1,1,1,2,1,2,2, ,1,1,1,35,4,2,1,3,4.1219512195122,1.37428517826134
200592,2,6,4,U, ,2,2,1,1,1,1,2,2, ,1,1,2,35,3,1,2,6,7.14634146341463,2.382636433317
200605,2,53,4,U, ,2,1,1,2,2,2,2,2, ,2,2,2,72,8,2,5,4,1.53658536585366,.512307492487957
200609,2,47,3,S, ,2,2,1,1,1,2,1,1,4,2,2,1,18,4,2,1,8,1.95121951219512,.650549196810104
200618,2,55,2,S, ,2,1,2,2,1,1,2,2, ,3,2,1,21,6,2,3,8,2.53658536585366,.845713955853135
200636,2,29,2,R, ,2,2,1,1,2,1,1,1,1,1,2,2,51,3,2,1,5,2.75609756097561,.918900740494271
200637,2,53,4,S, ,1,1,1,1,1,1,1,1,1,2,1,2,32,4,1,2,1,7.14634146341463,2.382636433317
200655,2,55,2,S, ,2,2,2,2,2,2,2,2, ,1,2,1,52,4,2,1,6,3.19512195121951,1.06527430977654
200663,2,48,3,S, ,1,1,1,1,1,1,1,2, ,1,2,1,52,3,2,1,8,5.60975609756098,1.87032894082905
200664,2,17,2,U, ,1,1,1,2,1,1,1,1,1,9,1,2,99,6,2,4,99,4.14634146341463,1.38241704322147
200666,2,27,2,S, ,2,2,2,2,2,2,2,2, ,3,2,2,49,3,2,2,1,2.68292682926829,.894505145613893
200673,2,21,3,R, ,1,9,1,2,1,2,2,1,1,3,2,2,53,6,1,1,1,4.39024390243903,1.46373569282273
200675,2,41,4,R, ,2,2,2,2,2,1,2,2, ,1,2,1,65,3,2,1,6,1.31707317073171,.43912070784682
200676,2,6,4,S, ,1,2,2,2,2,2,4,4, ,3,2,1,77,4,2,1,4,1.65853658536585,.552966817288588
200681,2,8,4,S, ,2,2,1,2,1,2,2,2, ,3,2,2,54,8,2,1,9,1.8780487804878,.626153601929725
200683,2,8,4,S, ,2,2,2,2,2,1,2,2, ,3,2,1,79,8,2,1,3,1.19512195121951,.398461383046189
200686,2,49,4,R, ,2,1,1,1,2,2,2,2, ,3,2,2,67,5,2,1,1,1.21951219512195,.406593248006315
200696,2,48,3,S, ,1,1,1,1,1,1,1,1,3,1,1,1,27,8,2,2,4,6.48780487804878,2.1630760793936
200697,2,29,2,U, ,2,2,1,1,2,1,2,2, ,1,2,1,60,4,2,1,6,2.78048780487805,.927032605454398
200700,2,29,2,R, ,1,1,2,1,2,1,2,2, ,3,2,1,37,3,2,1,6,3.63414634146342,1.21164787905882
200717,2,17,2,U, ,2,2,2,1,1,2,1,1,1,1,2,1,27,3,2,1,6,3.4390243902439,1.14659295937781
200718,2,22,3,U, ,2,2,2,2,2,2,2,2, ,2,2,2,52,2,2,2,1,7.14634146341463,2.382636433317
200719,2,17,2,U, ,1,1,1,1,1,1,2,1,1,3,1,2,32,3,2,1,4,7.14634146341463,2.382636433317
200730,2,37,3,U, ,2,2,2,1,2,2,2,2, ,3,2,2,58,6,2,1,5,2.19512195121951,.731867846411367
200738,2,48,3,U, ,2,1,2,2,1,2,2,2, ,1,2,1,45,6,2,1,4,2.78048780487805,.927032605454398
200739,2,1,3,R, ,2,2,2,2,2,2,2,2, ,3,1,2,99,3,2,1,5,2.19512195121951,.731867846411367
200742,2,30,4,R, ,2,2,1,1,2,2,2,2, ,3,1,1,34,8,2,1,2,2.87804878048781,.959560065294903
200743,2,6,4,U, ,2,2,2,2,2,2,4,2, ,3,2,1,50,3,2,4,1,2.48780487804878,.829450225932882
200749,2,17,2,U, ,2,2,2,1,1,1,2,2, ,1,1,2,25,1,2,1,2,3.60975609756098,1.20351601409869
200754,2,22,3,S, ,2,2,2,2,1,2,2,2, ,1,1,1,47,6,2,1,9,1.31707317073171,.43912070784682
200758,2,8,4,S, ,2,2,1,2,1,2,1,1,4,1,2,1,36,6,2,1,8,1.60975609756098,.536703087368336
200759,2,19,2,U, ,1,2,1,2,1,2,1,1,4,3,2,2,70,4,2,1,4,2.60975609756098,.870109550733514
200761,2,48,3,U, ,2,2,2,1,1,2,2,2, ,1,1,1,48,3,2,1,4,7.14634146341463,2.382636433317
200765,2,53,4,R, ,2,2,1,2,2,1,2,2, ,2,2,1,21,4,2,1,4,1.70731707317073,.569230547208841
200768,2,6,4,U, ,2,2,2,1,1,1,1,1,2,1,2,1,23,3,1,1,3,7.14634146341463,2.382636433317
200771,2,28,3,R, ,2,2,2,2,1,2,2,2, ,1,1,1,60,3,2,2,2,2.29268292682927,.764395306251872
200772,2,41,4,S, ,2,2,1,1,2,1,2,2, ,3,1,2,27,5,2,2,2,1.78048780487805,.59362614208922
200790,2,6,4,S, ,2,2,1,2,1,2,2,2, ,3,2,1,18,3,2,1,3,1.5609756097561,.520439357448083
200796,2,53,4,R, ,2,2,2,2,2,1,2,2, ,3,2,2,70,4,2,1,6,1.95121951219512,.650549196810104
200797,2,40,3,R, ,2,2,2,2,2,2,2,2, ,3,2,2,61,3,2,1,2,3.53658536585366,1.17912041921831
200809,2,35,4,R, ,1,1,1,1,1,1,2,2, ,1,1,2,31,5,1,1,3,2.60975609756098,.870109550733514
200811,2,53,4,U, ,2,2,1,2,1,2,2,2, ,1,1,1,42,3,2,1,6,2.63414634146341,.87824141569364
200814,2,30,4,R, ,2,2,2,1,2,2,2,2, ,1,1,2,47,6,2,1,5,1,.333406463365178
200815,2,53,4,R, ,2,1,1,1,1,1,2,2, ,1,2,1,21,5,1,6,4,2.68292682926829,.894505145613893
200820,2,35,4,R, ,1,1,2,1,1,1,2,2, ,1,1,2,26,4,2,1,99,4,1.33362585346071
200823,2,8,4,S, ,2,1,1,1,1,2,1,1,3,2,2,1,19,3,2,1,4,2.68292682926829,.894505145613893
200826,2,6,4,S, ,2,1,1,2,1,2,1,2, ,3,2,1,71,8,2,1,9,1.21951219512195,.406593248006315
200840,2,6,4,S, ,2,2,1,1,1,2,1,1,1,3,2,1,20,3,2,1,9,3.65853658536585,1.21977974401894
200855,2,49,4,S, ,2,2,2,1,1,3,2,2, ,1,1,1,48,5,1,1,6,7.1219512195122,2.37450456835688
200860,2,4,4,U, ,2,2,1,1,1,1,2,2, ,3,2,1,20,4,1,1,6,2.53658536585366,.845713955853135
200861,2,4,4,U, ,2,2,1,2,1,2,2,2, ,9,2,2,99,3,1,1,99,6.1219512195122,2.0410981049917
200865,2,38,2,R, ,2,2,2,2,1,2,2,2, ,1,2,2,52,5,2,1,9,4.46341463414634,1.48813128770311
200867,2,6,4,R, ,2,1,1,1,1,1,1,2, ,1,2,2,23,6,1,6,3,3.29268292682927,1.09780176961705
200868,2,35,4,S, ,1,1,1,1,1,1,1,1,3,2,1,2,30,4,1,1,3,6.24390243902439,2.08175742979233
200869,2,8,4,R, ,2,2,2,2,2,2,2,2, ,3,2,2,60,6,2,1,3,1,.333406463365178
200876,2,6,4,S, ,2,2,2,2,2,2,2,2, ,1,1,2,43,4,2,1,6,3.82926829268293,1.27670279873983
200877,2,6,4,S, ,1,1,2,2,1,2,2,2, ,1,2,1,44,8,2,1,9,2.34146341463415,.780659036172124
200886,2,42,1,S, ,2,1,2,1,2,2,2,2, ,3,2,1,44,1,1,6,3,4.41463414634146,1.47186755778286
200889,2,26,2,R, ,2,2,2,2,1,1,2,2, ,1,2,1,63,8,2,1,6,1,.333406463365178
200896,2,36,1,U, ,1,1,1,1,1,1,2,2, ,3,1,2,33,4,2,4,3,5.60975609756098,1.87032894082905
200897,2,26,2,U, ,2,2,2,1,1,2,2,2, ,3,2,1,38,3,2,2,1,1.63414634146341,.544834952328462
200898,2,42,1,S, ,1,1,1,1,1,2,1,1,1,3,1,2,41,6,2,1,9,2.21951219512195,.739999711371493
200899,2,26,2,S, ,2,2,2,2,2,2,2,2, ,1,2,1,61,3,2,1,8,5.63414634146341,1.87846080578917
